document_id,question,type,options
Testing Strategy,"What are the key testing phases, responsibilities, and timelines",table,"[ Testing Phase, Description, Owner, Timeline ]"
Testing Strategy,What testing approach or methodology will be followed,radio,"[ Manual Testing, Automated Testing, Hybrid ]"
Testing Strategy,Which types of testing will be performed as part of this strategy,multi select,"[ Unit Testing, Integration Testing, System Testing, Regression Testing, Performance Testing, Security Testing, User Acceptance Testing ]"
Testing Strategy,"What tools, environments, or frameworks will be used for testing",text area,None
Testing Strategy,What are the entry criteria required before testing can begin,text area,None
Testing Strategy,What exit criteria must be met for testing to be considered complete,text area,None
Testing Strategy,"What risks, challenges, or dependencies could impact testing",text area,None
Testing Strategy,"How will defects be tracked, reported, and prioritized",text area,None
Testing Strategy,What defines success for this testing strategy,text area,None
Testing Strategy,Who is responsible for owning and maintaining this testing strategy,text,None
Testing Strategy,How will test results and quality metrics be communicated to stakeholders,text area,None
Testing Strategy,What assumptions or constraints could affect test coverage or quality,text area,None
Testing Strategy,"Is there a plan for test environment stability, data management, or rollback",bol_radio,"[Yes, No]"
Testing Strategy,Describe any additional notes or considerations related to this testing strategy,text area,None
Disaster Recovery Plan,Disaster Recovery Plan Title,text,None
Disaster Recovery Plan,What is the primary objective of this disaster recovery plan,text area,None
Disaster Recovery Plan,"What systems, services, or business operations are covered under this plan",text area,None
Disaster Recovery Plan,Which type of organization or system does this disaster recovery plan apply to,radio,"[ IT Infrastructure, Cloud Systems, SaaS Application, Data Systems, Business Operations, Other ]"
Disaster Recovery Plan,"What are the critical systems, recovery priorities, and responsible owners",table,"[ System, Priority Level, Recovery Objective, Owner ]"
Disaster Recovery Plan,What types of disasters or incidents does this plan address,multi select,"[ System Failure, Cyberattack, Data Loss, Natural Disaster, Power Outage, Human Error ]"
Disaster Recovery Plan,What recovery strategy or approach will be followed during a disaster,text area,None
Disaster Recovery Plan,What are the expected recovery time and recovery point objectives ( RTO and RPO ),text area,None
Disaster Recovery Plan,"What tools, infrastructure, backups, or redundancy mechanisms support recovery",text area,None
Disaster Recovery Plan,"What dependencies on third parties, vendors, or external services exist",text area,None
Disaster Recovery Plan,"What risks, limitations, or known gaps could affect disaster recovery",text area,None
Disaster Recovery Plan,"How will this disaster recovery plan be tested, reviewed, and updated",text area,None
Disaster Recovery Plan,What criteria define a successful recovery after a disaster,text area,None
Disaster Recovery Plan,Who is responsible for declaring a disaster and initiating recovery actions,text,None
Disaster Recovery Plan,How will communication be handled during and after a disaster event,text area,None
Disaster Recovery Plan,"Are there regulatory, legal, or compliance requirements tied to disaster recovery",bol_radio,"[Yes, No]"
Disaster Recovery Plan,"Describe any assumptions, constraints, or additional notes related to this plan",text area,None
Product Roadmap,Product Roadmap Title,text,None
Product Roadmap,What product or feature is this roadmap created for,text,None
Product Roadmap,What is the overall vision or long-term goal of this product roadmap,text area,None
Product Roadmap,What is the scope of this roadmap including inclusions and exclusions,text area,None
Product Roadmap,What are the key roadmap initiatives along with timelines and ownership,table,"[ Initiative, Description, Timeframe, Owner ]"
Product Roadmap,Who is the primary target user or customer for this product,radio,"[ End Users, Business Customers, Internal Teams, Partners, Mixed ]"
Product Roadmap,What core user problems or needs does this roadmap aim to address,text area,None
Product Roadmap,What level of detail does this roadmap represent,radio,"[ High-Level Strategic, Mid-Level Planning, Detailed Execution ]"
Product Roadmap,"What assumptions, dependencies, or constraints may impact roadmap execution",text area,None
Product Roadmap,How will progress and success of this roadmap be measured,text area,None
Product Roadmap,How frequently will this roadmap be reviewed or updated,radio,"[ Monthly, Quarterly, Bi-Annually, Annually, As Needed ]"
Product Roadmap,What business objectives or company goals does this roadmap align with,text area,None
Product Roadmap,How are roadmap items prioritized,radio,"[ Customer Impact, Revenue Impact, Strategic Alignment, Technical Dependency, Risk Reduction ]"
Product Roadmap,What cross-functional teams are involved in executing this roadmap,multi select,"[ Product, Engineering, Design, Marketing, Sales, Customer Support, Leadership ]"
Product Roadmap,How will feedback from users or stakeholders influence roadmap changes,text area,None
Product Roadmap,Are there risks or uncertainties that could significantly change roadmap direction,bol_radio,"[Yes, No]"
Product Roadmap,"If yes, briefly describe the key risks or uncertainties",text area,None
Product Roadmap,Are there any additional notes or context that should be included,text area,None
SEO Strategy Document,What is the title of this SEO strategy document,text,None
SEO Strategy Document,What is the primary objective of this SEO strategy,text area,None
SEO Strategy Document,"What website, product, or brand does this SEO strategy apply to",text,None
SEO Strategy Document,"What is the scope of this SEO strategy including pages, regions, and languages",text area,None
SEO Strategy Document,What are the key SEO initiatives along with target areas and timelines,table,"[ SEO Initiative, Description, Target Area, Timeline ]"
SEO Strategy Document,What is the primary SEO focus for this strategy,radio,"[ Technical SEO, On-Page SEO, Content SEO, Off-Page SEO, Local SEO, Mixed ]"
SEO Strategy Document,What types of keywords or search intent are being targeted,multi select,"[ Informational, Navigational, Transactional, Branded, Non-Branded ]"
SEO Strategy Document,What content creation or optimization approach will be followed,text area,None
SEO Strategy Document,"What tools, platforms, or data sources will be used for SEO execution and tracking",text area,None
SEO Strategy Document,"What risks, challenges, or constraints could impact SEO performance",text area,None
SEO Strategy Document,How will SEO success be measured and reported,text area,None
SEO Strategy Document,How frequently will this SEO strategy be reviewed or updated,radio,"[ Monthly, Quarterly, Bi-Annually, Annually, As Needed ]"
SEO Strategy Document,What key competitors or benchmarks should be considered in this SEO strategy,text area,None
SEO Strategy Document,Which teams or roles are responsible for executing and maintaining SEO initiatives,multi select,"[ Content, Marketing, Engineering, Product, External Agency ]"
SEO Strategy Document,How will SEO priorities be determined and adjusted over time,radio,"[ Traffic Impact, Revenue Impact, Keyword Difficulty, Competitive Gap, Business Priority ]"
SEO Strategy Document,"Are there any dependencies on product, engineering, or content teams for SEO success",bol_radio,"[Yes, No]"
SEO Strategy Document,"If yes, briefly describe the key dependencies or coordination required",text area,None
SEO Strategy Document,"Are there any additional notes, assumptions, or context relevant to this SEO strategy",text area,None
Go-to-Market Plan,What is the title of this Go-to-Market plan,text,None
Go-to-Market Plan,What feature or set of features is being launched,text,None
Go-to-Market Plan,What is the primary objective of this feature launch,text area,None
Go-to-Market Plan,Which department or function owns this Go-to-Market plan,radio,"[ Marketing & Content, Product & Design, Sales & Customer-Facing, Engineering & Operations, Mixed Ownership ]"
Go-to-Market Plan,Who is the target audience for this feature launch,radio,"[ Existing Customers, New Customers, Enterprise Users, SMB Users, Mixed Audience ]"
Go-to-Market Plan,What customer problem or opportunity does this feature launch address,text area,None
Go-to-Market Plan,"What is the scope of this Go-to-Market plan including regions, channels, and user segments",text area,None
Go-to-Market Plan,What are the key launch activities along with channels and timelines,table,"[ Launch Activity, Description, Channel, Timeline ]"
Go-to-Market Plan,What is the core value proposition or primary messaging for this feature,text area,None
Go-to-Market Plan,Which marketing and distribution channels will be used for this launch,multi select,"[ Email, Website, Blog, Social Media, Paid Ads, PR, Sales Enablement, In-App Messaging ]"
Go-to-Market Plan,What content or assets are required to support this launch,multi select,"[ Landing Pages, Blog Posts, Email Campaigns, Sales Decks, Demos, Videos, Help Docs ]"
Go-to-Market Plan,"What pricing, packaging, or access strategy applies to this feature",text area,None
Go-to-Market Plan,What internal teams are required to support or execute this Go-to-Market plan,multi select,"[ Marketing, Product, Sales, Customer Support, Engineering, Partnerships ]"
Go-to-Market Plan,"What assumptions, risks, or dependencies could impact the success of this launch",text area,None
Go-to-Market Plan,How will launch success be measured using metrics or KPIs,text area,None
Go-to-Market Plan,What is the launch priority or urgency level,radio,"[ High, Medium, Low ]"
Go-to-Market Plan,Are there any post-launch activities planned such as feedback collection or optimization,text area,None
Go-to-Market Plan,"Are there any additional notes, constraints, or context relevant to this Go-to-Market plan",text area,None
Webinar Script Template,What is the title of this webinar,text,None
Webinar Script Template,What is the primary goal of this webinar,radio,"[ Lead Generation, Product Education, Feature Launch, Thought Leadership, Customer Training, Other ]"
Webinar Script Template,Who is the target audience for this webinar,radio,"[ Prospects, Existing Customers, Partners, Internal Teams, Mixed Audience ]"
Webinar Script Template,"What key problem, theme, or topic will this webinar focus on",text area,None
Webinar Script Template,What is the core message or main takeaway attendees should remember,text area,None
Webinar Script Template,What is the overall structure and flow of the webinar,table,"[ Section, Purpose, Key Talking Points, Duration ]"
Webinar Script Template,Who are the speakers or presenters for this webinar,text,None
Webinar Script Template,What level of content depth should the webinar have,radio,"[ Beginner, Intermediate, Advanced, Mixed ]"
Webinar Script Template,Which interactive elements will be included in the webinar,multi select,"[ Live Q&A, Polls, Demos, Chat Interaction, None ]"
Webinar Script Template,What call-to-action should be presented to attendees at the end of the webinar,text area,None
Webinar Script Template,What tone or presentation style should the webinar script follow,radio,"[ Formal, Conversational, Educational, Promotional, Story-Driven ]"
Webinar Script Template,"Are there any constraints, assumptions, or special instructions for creating this webinar script",text area,None
Webinar Script Template,What supporting materials or assets are required for this webinar,multi select,"[ Slides, Demo Environment, Case Studies, Product Videos, Handouts, Follow-up Emails ]"
Webinar Script Template,How will the success of this webinar be measured,text area,None
Webinar Script Template,Are there any post-webinar activities planned such as follow-ups or recordings,text area,None
Capital Allocation Framework,What is the title of this capital allocation framework,text,None
Capital Allocation Framework,What is the primary objective of this capital allocation framework,text area,None
Capital Allocation Framework,"What organization, business unit, or initiative does this framework apply to",text,None
Capital Allocation Framework,What is the scope of capital allocation covered by this framework,text area,None
Capital Allocation Framework,What are the key investment categories along with allocation priorities and ownership,table,"[ Investment Category, Description, Priority Level, Owner ]"
Capital Allocation Framework,What types of capital decisions does this framework support,multi select,"[ Operational Expenses, Capital Expenditures, Growth Investments, R&D, M&A, Cost Optimization ]"
Capital Allocation Framework,What criteria will be used to evaluate and prioritize capital allocation decisions,text area,None
Capital Allocation Framework,"What budget constraints, financial assumptions, or spending limits should be considered",text area,None
Capital Allocation Framework,"What risks, trade-offs, or uncertainties could impact capital allocation outcomes",text area,None
Capital Allocation Framework,How are capital allocation decisions governed and approved,text area,None
Capital Allocation Framework,How will the effectiveness of capital allocation be measured over time,text area,None
Capital Allocation Framework,How frequently will this capital allocation framework be reviewed or updated,radio,"[ Quarterly, Bi-Annually, Annually, As Needed ]"
Capital Allocation Framework,Who are the key stakeholders involved in capital allocation decisions,multi select,"[ Finance, Executive Leadership, Business Unit Heads, Strategy Team, Board ]"
Capital Allocation Framework,"Are there any dependencies on revenue forecasts, market conditions, or strategic initiatives",bol_radio,"[Yes, No]"
Capital Allocation Framework,"If yes, briefly describe the key dependencies that may influence capital allocation",text area,None
Capital Allocation Framework,"Are there any additional notes, assumptions, or context relevant to this capital allocation framework",text area,None
Budget Planning Template,What is the title of this budget planning document,text,None
Budget Planning Template,What time period does this budget cover,radio,"[ Monthly, Quarterly, Annual, Project-Based, Custom ]"
Budget Planning Template,What is the primary objective of this budget,text area,None
Budget Planning Template,"Which team, department, or project is this budget created for",text,None
Budget Planning Template,What type of budget is this,radio,"[ Operational, Capital, Project, Departmental, Mixed ]"
Budget Planning Template,What are the planned budget allocations along with ownership,table,"[ Budget Category, Description, Planned Amount, Owner ]"
Budget Planning Template,What key assumptions were used while creating this budget,text area,None
Budget Planning Template,"What constraints, limits, or policies should be considered when managing this budget",text area,None
Budget Planning Template,What risks or uncertainties could impact this budget,text area,None
Budget Planning Template,"How will budget performance be tracked, monitored, and reviewed",text area,None
Budget Planning Template,What variance thresholds or conditions require corrective action,text area,None
Budget Planning Template,What actions should be taken if spending deviates from the approved plan,text area,None
Budget Planning Template,Who is responsible for approving budget changes or reallocations,multi select,"[ Finance, Department Head, Executive Leadership, Project Owner ]"
Budget Planning Template,What tools or systems will be used for budget tracking and reporting,text area,None
Budget Planning Template,How frequently will this budget be reviewed or updated,radio,"[ Monthly, Quarterly, As Needed ]"
Budget Planning Template,"Are there any dependencies on revenue forecasts, headcount plans, or external factors",bol_radio,"[Yes, No]"
Budget Planning Template,"If yes, briefly describe the key dependencies affecting this budget",text area,None
Budget Planning Template,"Are there any additional notes, approvals, or context relevant to this budget planning document",text area,None
Terms of Service,Your company name,text,None
Terms of Service,Your company website or app URL,text,None
Terms of Service,Country where your company operates,text,None
Terms of Service,Other party / customer / user company name (if applicable),text,None
Terms of Service,Other party website (if applicable),text,None
Terms of Service,Country where the other party operates,text,None
Terms of Service,Effective date of the services,calendar,None
Terms of Service,Name of the service you are providing,text,None
Terms of Service,Briefly describe what your service does,text area,None
Terms of Service,"Who is allowed to use the service, including age, registration, and business/individual eligibility",text area,None
Terms of Service,How is the pricing of the service defined,radio,"[ Free, One-time payment, Subscription, Usage-based, Mixed ]"
Terms of Service,"Are refunds offered, and if so, under what conditions",text area,None
Terms of Service,Do users need to create an account to use the service,bol_radio,"[Yes, No]"
Terms of Service,"Do users upload, share, or generate content on the platform",bol_radio,"[Yes, No]"
Terms of Service,What types of user actions are strictly prohibited,text area,None
Terms of Service,"Can you suspend or terminate user access or accounts, and under what conditions",text area,None
Terms of Service,Do you want to limit your legal liability,bol_radio,"[Yes, No]"
Terms of Service,Which governing law applies to this agreement and what is the legal contact email,text area,None
Terms of Service,"Are there any additional terms, disclaimers, or special conditions you want included",text area,None
Data Processing Agreement (DPA),Your company name,text,None
Data Processing Agreement (DPA),Your company website,text,None
Data Processing Agreement (DPA),Country where your company operates,text,None
Data Processing Agreement (DPA),Other party company name,text,None
Data Processing Agreement (DPA),Other party website,text,None
Data Processing Agreement (DPA),Country where the other party operates,text,None
Data Processing Agreement (DPA),Effective date of data processing,calendar,None
Data Processing Agreement (DPA),Your role in data processing,radio,"[ Data Controller, Data Processor, Sub-Processor ]"
Data Processing Agreement (DPA),Brief description of the service or relationship involving data processing,text area,None
Data Processing Agreement (DPA),Types of personal data processed,multi select,"[ Name & contact details, Account/login data, Payment data, Usage/analytics data, Employee data, Sensitive data, Other ]"
Data Processing Agreement (DPA),Categories of data subjects,multi select,"[ End users, Customers, Employees, Contractors, Children, Other ]"
Data Processing Agreement (DPA),Purpose of processing personal data,text area,None
Data Processing Agreement (DPA),Duration of data processing,radio,"[ For agreement term, Until service completion, Fixed period, As required by law ]"
Data Processing Agreement (DPA),"Is personal data transferred outside the original country/region, and if yes, describe how",text area,None
Data Processing Agreement (DPA),Security measures implemented for personal data protection,multi select,"[ Encryption, Access controls, Security audits, Data minimization, Incident response, Other ]"
Data Processing Agreement (DPA),"Are sub-processors used, and if yes, describe their role",text area,None
Data Processing Agreement (DPA),Data breach notification timeline,radio,"[ Immediately, Within defined time (e.g. 72 hours), As required by law ]"
Data Processing Agreement (DPA),Governing law and legal contact email,text area,None
Data Processing Agreement (DPA),"Any additional notes, exceptions, or special conditions regarding data processing",text area,None
SLA (Service Level Agreement),Service provider company name,text,None
SLA (Service Level Agreement),Service provider website,text,None
SLA (Service Level Agreement),Country where the service provider operates,text,None
SLA (Service Level Agreement),Customer / client company name,text,None
SLA (Service Level Agreement),Customer website (if applicable),text,None
SLA (Service Level Agreement),Country where the customer operates,text,None
SLA (Service Level Agreement),Effective date of the SLA,calendar,None
SLA (Service Level Agreement),Name of the service covered under the SLA,text,None
SLA (Service Level Agreement),Brief description of the service,text area,None
SLA (Service Level Agreement),Service availability / uptime commitment,radio,"[ 99.9%, 99.95%, 99.99%, Best effort, No guarantee ]"
SLA (Service Level Agreement),Measurement period for service availability,radio,"[ Monthly, Quarterly, Yearly ]"
SLA (Service Level Agreement),Planned maintenance notification period,radio,"[ 24 hours, 48 hours, 72 hours, As needed ]"
SLA (Service Level Agreement),Support availability,radio,"[ Business hours, 24/7, Email only, Ticket-based ]"
SLA (Service Level Agreement),Incident severity levels supported,multi select,"[ Critical, High, Medium, Low ]"
SLA (Service Level Agreement),Initial response time by severity,text area,None
SLA (Service Level Agreement),Resolution time commitments by severity,text area,None
SLA (Service Level Agreement),"Service credits or penalties for SLA breach, and terms if applicable",text area,None
SLA (Service Level Agreement),"Exclusions from SLA (e.g., force majeure, customer fault, maintenance)",text area,None
SLA (Service Level Agreement),"SLA termination, renewal, or review rights",radio,"[ Automatic renewal, Termination for breach, Periodic review ]"
SLA (Service Level Agreement),Governing law and SLA contact email,text area,None
SLA (Service Level Agreement),Escalation contacts and process for unresolved incidents,text area,None
SLA (Service Level Agreement),"Monitoring, reporting, and review process for SLA compliance",text area,None
SLA (Service Level Agreement),"Additional notes, assumptions, or special conditions related to the SLA",text area,None
Master Services Agreement (MSA),Service provider company name,text,None
Master Services Agreement (MSA),Service provider website,text,None
Master Services Agreement (MSA),Country where the service provider operates,text,None
Master Services Agreement (MSA),Client company name,text,None
Master Services Agreement (MSA),Client website (if applicable),text,None
Master Services Agreement (MSA),Country where the client operates,text,None
Master Services Agreement (MSA),Effective date of the agreement,calendar,None
Master Services Agreement (MSA),Brief description of services covered under this agreement,text area,None
Master Services Agreement (MSA),How will specific services be defined,radio,"[ Statement of Work (SOW), Work orders, Both ]"
Master Services Agreement (MSA),Pricing and payment structure,radio,"[ Fixed fee, Time & materials, Subscription, Usage-based, As per SOW ]"
Master Services Agreement (MSA),Payment terms,radio,"[ Prepaid, Net 15, Net 30, Net 45 ]"
Master Services Agreement (MSA),Ownership of work product and intellectual property,radio,"[ Client owns, Service provider owns, Shared, Defined per SOW ]"
Master Services Agreement (MSA),"Confidentiality obligations apply, and scope of confidentiality",text area,None
Master Services Agreement (MSA),"Use of subcontractors or third parties allowed, and conditions if any",text area,None
Master Services Agreement (MSA),"Limitation of liability included, and scope",text area,None
Master Services Agreement (MSA),"Indemnification obligations included, and scope",text area,None
Master Services Agreement (MSA),"Term and termination rights, including notice periods",text area,None
Master Services Agreement (MSA),Dispute resolution method,radio,"[ Courts, Arbitration, Mediation ]"
Master Services Agreement (MSA),Governing law and legal contact email,text area,None
Master Services Agreement (MSA),"Additional notes, assumptions, or special conditions related to this MSA",text area,None
Non-Disclosure Agreement (NDA),Disclosing party company name,text,None
Non-Disclosure Agreement (NDA),Disclosing party website,text,None
Non-Disclosure Agreement (NDA),Country where the disclosing party operates,text,None
Non-Disclosure Agreement (NDA),Receiving party company name,text,None
Non-Disclosure Agreement (NDA),Receiving party website (if applicable),text,None
Non-Disclosure Agreement (NDA),Country where the receiving party operates,text,None
Non-Disclosure Agreement (NDA),Effective date of the NDA,calendar,None
Non-Disclosure Agreement (NDA),Type of NDA,radio,"[ One-way, Mutual ]"
Non-Disclosure Agreement (NDA),Purpose for sharing confidential information,text area,None
Non-Disclosure Agreement (NDA),What information should be considered confidential,multi select,"[ Business information, Technical data, Financial data, Customer data, Trade secrets, Other ]"
Non-Disclosure Agreement (NDA),What information is excluded from confidentiality,multi select,"[ Public information, Independently developed, Lawfully received from third party, Required by law, Other ]"
Non-Disclosure Agreement (NDA),Duration of confidentiality obligations,radio,"[ During agreement only, 1 year, 2 years, 5 years, Indefinite ]"
Non-Disclosure Agreement (NDA),Permitted use of confidential information,text area,None
Non-Disclosure Agreement (NDA),"Is disclosure to employees, advisors, or contractors allowed, and under what conditions",text area,None
Non-Disclosure Agreement (NDA),"Return or destruction of confidential information required, and process",text area,None
Non-Disclosure Agreement (NDA),"Is injunctive relief allowed for breach, and scope",text area,None
Non-Disclosure Agreement (NDA),Governing law and legal contact email,text area,None
Non-Disclosure Agreement (NDA),"Additional notes, assumptions, or special considerations for this NDA",text area,None
Statement of Work (SOW),Service provider company name,text,None
Statement of Work (SOW),Service provider website,text,None
Statement of Work (SOW),Country where the service provider operates,text,None
Statement of Work (SOW),Client company name,text,None
Statement of Work (SOW),Client website (if applicable),text,None
Statement of Work (SOW),Country where the client operates,text,None
Statement of Work (SOW),Effective date of the SOW,calendar,None
Statement of Work (SOW),Reference agreement (if any),radio,"[ Master Services Agreement (MSA), Standalone SOW, Other ]"
Statement of Work (SOW),Description of services or work to be performed,text area,None
Statement of Work (SOW),Project deliverables,text area,None
Statement of Work (SOW),Project timeline or milestones,radio,"[ Fixed timeline, Milestone-based, Ongoing ]"
Statement of Work (SOW),Pricing model for this SOW,radio,"[ Fixed fee, Time & materials, Usage-based, As per MSA ]"
Statement of Work (SOW),Total fees or rate details,text area,None
Statement of Work (SOW),Payment schedule,radio,"[ Upfront, Milestone-based, Monthly, On completion ]"
Statement of Work (SOW),Acceptance criteria for deliverables,text area,None
Statement of Work (SOW),Change management process for scope or pricing,radio,"[ Written amendment, Change order, Email approval ]"
Statement of Work (SOW),Ownership of deliverables and intellectual property,radio,"[ Client owns, Service provider owns, As defined in MSA ]"
Statement of Work (SOW),Termination rights for this SOW,radio,"[ Termination for convenience, Termination for breach, No early termination ]"
Statement of Work (SOW),Governing law and SOW contact email,text area,None
Statement of Work (SOW),"Additional notes, assumptions, or special considerations for this SOW",text area,None
Vendor Agreement Template,Your company name (Purchasing company),text,None
Vendor Agreement Template,Your company website,text,None
Vendor Agreement Template,Country where your company operates,text,None
Vendor Agreement Template,Vendor company name,text,None
Vendor Agreement Template,Vendor website,text,None
Vendor Agreement Template,Country where the vendor operates,text,None
Vendor Agreement Template,Effective date of the agreement,calendar,None
Vendor Agreement Template,Description of goods or services provided by the vendor,text area,None
Vendor Agreement Template,Pricing model,radio,"[ Fixed price, Time & materials, Per unit, Subscription, As per purchase order ]"
Vendor Agreement Template,Payment terms,radio,"[ Prepaid, Net 15, Net 30, Net 45 ]"
Vendor Agreement Template,Delivery method and timeline,radio,"[ One-time delivery, Recurring delivery, On-demand, As agreed ]"
Vendor Agreement Template,Quality standards or service levels required,text area,None
Vendor Agreement Template,Confidentiality obligations apply,bol_radio,"[Yes, No]"
Vendor Agreement Template,Use of subcontractors allowed,bol_radio,"[Yes, No]"
Vendor Agreement Template,Compliance requirements for the vendor,multi select,"[ Applicable laws, Data protection, Industry standards, Company policies, Other ]"
Vendor Agreement Template,Limitation of liability included,bol_radio,"[Yes, No]"
Vendor Agreement Template,Indemnification obligations included,bol_radio,"[Yes, No]"
Vendor Agreement Template,Termination rights,radio,"[ Termination for convenience, Termination for breach, Fixed term only ]"
Vendor Agreement Template,Governing law and legal contact email,text area,None
Vendor Agreement Template,"Additional notes, assumptions, or special considerations for this vendor agreement",text area,None
Subprocessor List,Company Name,text,None
Subprocessor List,Document Version,text,None
Subprocessor List,Effective Date,calendar,None
Subprocessor List,What is the purpose of this Subprocessor List?,radio,"[Regulatory compliance, Customer transparency, Internal record]"
Subprocessor List,Which product or service does this Subprocessor List apply to?,text,None
Subprocessor List,Does this Subprocessor List apply globally or to specific regions?,radio,"[Global, Region-specific]"
Subprocessor List,"If region-specific, list the applicable regions or countries",text,None
Subprocessor List,List the subprocessors that process personal or customer data,table,"[Subprocessor Name, Service Provided, Type of Data Processed, Processing Location (Country/Region), Safeguards (DPA/SCCs/Certifications)]"
Subprocessor List,Are Data Processing Agreements (DPAs) in place with all subprocessors?,bol_radio,"[Yes, No]"
Subprocessor List,How are customers notified when a new subprocessor is added?,multi select,"[Website update, Email notification, Customer portal]"
Subprocessor List,Who owns and maintains this Subprocessor List?,multi select,"[Legal Team, Compliance Team, Security Team, Operations Team]"
Subprocessor List,How often is this Subprocessor List reviewed or updated?,radio,"[As changes occur, Quarterly, Annually]"
Subprocessor List,"Are there any additional notes, limitations, or disclosures customers should be aware of?",text area,None
Subprocessor List,What categories of personal data are processed by subprocessors overall?,text area,None
Subprocessor List,What is the legal basis for sharing personal data with subprocessors?,multi select,"[Contractual necessity, Legal obligation, Legitimate interest, Consent]"
Subprocessor List,Are subprocessors allowed to engage further subprocessors (sub-subprocessors)?,bol_radio,"[Yes, No]"
Subprocessor List,"If yes, how are sub-subprocessors assessed and approved?",text area,None
GDPR Compliance Docs,Company Name,text,None
GDPR Compliance Docs,Document Version,text,None
GDPR Compliance Docs,Effective Date,calendar,None
GDPR Compliance Docs,What is the purpose of this GDPR Compliance document?,radio,"[Regulatory compliance, Customer assurance, Internal governance]"
GDPR Compliance Docs,Which products or services are covered under this GDPR Compliance?,text,None
GDPR Compliance Docs,Which type of organization best describes your role under GDPR?,radio,"[Data Controller, Data Processor, Both]"
GDPR Compliance Docs,Which regions does this GDPR Compliance apply to?,radio,"[EU only, EU & UK, Global]"
GDPR Compliance Docs,What categories of personal data do you process?,multi select,"[Identifiers, Contact data, Usage data, Payment data, Employee data]"
GDPR Compliance Docs,What are the primary purposes for processing personal data?,multi select,"[Service delivery, Customer support, Analytics, Marketing, Legal obligations]"
GDPR Compliance Docs,What legal bases are used for processing personal data?,multi select,"[Consent, Contractual necessity, Legal obligation, Legitimate interest]"
GDPR Compliance Docs,Which data subject rights are supported by your organization?,multi select,"[Access, Rectification, Erasure, Restriction, Portability, Objection]"
GDPR Compliance Docs,How can users submit GDPR-related requests?,multi select,"[Email, Support ticket, Web form]"
GDPR Compliance Docs,What security measures are in place to protect personal data?,multi select,"[Access controls, Encryption, Monitoring & logging, Security training]"
GDPR Compliance Docs,Do you use subprocessors to process personal data?,bol_radio,"[Yes, No]"
GDPR Compliance Docs,"If yes, where can users find the Subprocessor List?",radio,"[Public website, Customer portal, Available on request]"
GDPR Compliance Docs,Who is responsible for GDPR compliance within the organization?,radio,"[Legal Team, Compliance Team, Security Team, Data Protection Officer (DPO)]"
GDPR Compliance Docs,How often is this GDPR Compliance document reviewed or updated?,radio,"[As changes occur, Annually]"
GDPR Compliance Docs,Are there any additional GDPR-related notes or limitations users should be aware of?,text area,None
GDPR Compliance Docs,"How long is personal data retained, or how is retention determined?",text area,None
GDPR Compliance Docs,Is personal data transferred outside the EU/UK?,bol_radio,"[Yes, No]"
GDPR Compliance Docs,"If yes, what safeguards are used for international data transfers?",multi select,"[Standard Contractual Clauses (SCCs), Adequacy decision, Binding Corporate Rules (BCRs), Other]"
GDPR Compliance Docs,How does the organization handle personal data breaches?,text area,None
CCPA Compliance Docs,Company Name,text,None
CCPA Compliance Docs,Document Version,text,None
CCPA Compliance Docs,Effective Date,calendar,None
CCPA Compliance Docs,What is the purpose of this CCPA Compliance document?,radio,"[Regulatory compliance, Consumer transparency, Internal governance]"
CCPA Compliance Docs,Which products or services are covered under this CCPA Compliance?,text,None
CCPA Compliance Docs,Does your organization qualify as a “Business” under CCPA?,radio,"[Yes, No, Unsure]"
CCPA Compliance Docs,Which regions does this CCPA Compliance apply to?,radio,"[California only, United States, Global]"
CCPA Compliance Docs,What categories of personal information do you collect or process?,multi select,"[Identifiers, Commercial information, Internet activity, Geolocation, Employee data]"
CCPA Compliance Docs,For what primary purposes is personal information used?,multi select,"[Service delivery, Customer support, Analytics, Marketing, Legal obligations]"
CCPA Compliance Docs,Is personal information sold or shared under CCPA definitions?,radio,"[Sold, Shared, Not sold or shared]"
CCPA Compliance Docs,Which CCPA consumer rights do you support?,multi select,"[Right to know, Right to delete, Right to opt-out, Right to correct, Right to limit]"
CCPA Compliance Docs,How can consumers submit CCPA-related requests?,multi select,"[Email, Toll-free number, Web form]"
CCPA Compliance Docs,What reasonable security measures are in place to protect personal information?,multi select,"[Access controls, Encryption, Monitoring & logging, Security policies]"
CCPA Compliance Docs,Do you share personal information with service providers or contractors?,bol_radio,"[Yes, No]"
CCPA Compliance Docs,"If yes, where can consumers find information about these third parties?",radio,"[Privacy policy, Subprocessor list, Available on request]"
CCPA Compliance Docs,Who is responsible for CCPA compliance within the organization?,radio,"[Legal Team, Compliance Team, Privacy Team, Security Team]"
CCPA Compliance Docs,How often is this CCPA Compliance document reviewed or updated?,radio,"[As changes occur, Annually]"
CCPA Compliance Docs,Are there any additional CCPA-related disclosures or limitations consumers should be aware of?,text area,None
CCPA Compliance Docs,How does the organization verify consumer identity before fulfilling CCPA requests?,text area,None
CCPA Compliance Docs,What is the standard response timeline for CCPA consumer requests?,text,None
CCPA Compliance Docs,"How long is personal information retained, or how is retention determined?",text area,None
CCPA Compliance Docs,How does the organization handle CCPA-related complaints or disputes?,text area,None
Accessibility Statement,Company Name,text,None
Accessibility Statement,Document Version,text,None
Accessibility Statement,Effective Date,calendar,None
